부산광역시_자전거대여소_20230822.csv관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
26140-00012,톤즈공원,문화공원,부산광역시 서구 해양로22번길 12,부산광역시 서구 남부민동 611-340,35.082616,129.023613,1477,미조성,미조성,미조성,미조성,미조성,2016-08-03,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26140-00013,두도공원,수변공원,-,부산광역시 서구 암남동 702,35.048947,129.015063,50000,미조성,미조성,미조성,미조성,미조성,1972-12-30,부산광역시 서구청,051-240-4532,2018-10-08,3260000,부산광역시 서구
26380-00015,더불어공원,어린이공원,-,부산광역시 사하구 다대2동86-1,35.066746,128.982562,1784,-,-,-,-,-,1983-01-26,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00016,근린공원,근린공원,-,부산광역시 사하구 다대동 1548-10,35.050161,128.963176,21366,-,-,-,-,-,1983-01-26,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00017,아미산자생식물원,근린공원,-,부산광역시 사하구 다대동 929,35.060864,128.970064,28350.2,-,-,-,-,-,1985-12-26,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00018,제2운동공원,근린공원,-,부산광역시 사하구 장림1동 산145일원,35.075672,128.956284,52233,-,-,-,-,-,1986-12-02,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00019,제3체육공원,체육공원,-,부산광역시 사하구 홍티로 103(다대동),35.063486,128.959731,5994,-,-,-,-,-,1986-12-02,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00020,해바라기공원,어린이공원,-,부산광역시 사하구 하단동1184-4,35.099274,128.958001,1701,-,-,-,-,-,1988-03-05,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00021,솔밭공원,어린이공원,-,부산광역시 사하구 다대2동113-16,35.061665,128.974551,1828.3,-,-,-,-,-,1988-12-17,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00022,해송공원,어린이공원,-,부산광역시 사하구 다대2동113-7,35.066089,128.978826,2099.7,-,-,-,-,-,1988-12-17,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00023,은빛공원,어린이공원,-,부산광역시 사하구 다대2동113-4,35.067211,128.978174,1762.5,-,-,-,-,-,1988-12-17,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00024,새싹공원,어린이공원,-,부산광역시 사하구 다대2동94-7,35.063202,128.987484,2928.1,-,-,-,-,-,1990-11-16,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00025,다송공원,어린이공원,-,부산광역시 사하구 다대2동94-1,35.068593,128.980615,3142.9,-,-,-,-,-,1990-11-16,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00026,두송공원,어린이공원,-,부산광역시 사하구 다대2동94-3,35.066249,128.985352,7713.7,-,-,-,-,-,1990-11-16,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00027,신평레포츠공원,체육공원,-,부산광역시 사하구 신평동 651-9,35.09339926,128.9598379,13223.1,-,-,-,-,-,1994-03-10,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00028,공간공원,어린이공원,-,부산광역시 사하구 다대2동85-14,35.066227,128.980606,266.7,-,-,-,-,-,1994-11-18,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00030,당리공원,근린공원,-,부산광역시 사하구 당리동 산78일원,35.105251,128.979581,103400,-,-,-,-,-,1995-05-16,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00031,괴정공원,근린공원,-,부산광역시 사하구 오작로 40(괴정동),35.098415,128.997971,177512,-,-,-,-,-,1995-05-16,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00032,거북섬유원지,기타,-,부산광역시 사하구 다대동 산1-21,35.047213,128.996214,355000,-,-,-,-,-,1995-05-16,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00033,대성공원,어린이공원,-,부산광역시 사하구 다대1동1552-3,35.048715,128.967364,1516.2,-,-,-,-,-,1995-12-08,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00034,중현공원,어린이공원,-,부산광역시 사하구 다대1동1550-5,35.051391,128.967095,1500.4,-,-,-,-,-,1995-12-08,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00035,응봉공원,어린이공원,-,부산광역시 사하구 다대1동1549-1,35.051547,128.961212,1500.3,-,-,-,-,-,1995-12-08,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00036,조성공원,어린이공원,-,부산광역시 사하구 다대1동1548-16,35.049851,128.964541,1691.5,-,-,-,-,-,1995-12-08,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00037,씨앗공원,어린이공원,-,부산광역시 사하구 구평동 201,35.0772519,128.9902516,1802.2,-,-,-,-,-,1996-12-10,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00038,풀꽃공원,어린이공원,-,부산광역시 사하구 구평동 514,35.081064,128.986456,1502.6,-,-,-,-,-,1996-12-10,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00039,열매공원,어린이공원,-,부산광역시 사하구 구평동 511,35.083829,128.983965,1657.3,-,-,-,-,-,1996-12-10,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00041,보림공원,어린이공원,-,부산광역시 사하구 장림1동1139,35.083125,128.967299,1852,-,-,-,-,-,1997-08-26,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00042,장림공원,어린이공원,-,부산광역시 사하구 장림1동1125,35.081885,128.965455,910,-,-,-,-,-,1998-05-02,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00043,진정산공원,근린공원,-,부산광역시 사하구 감천동 산177일원,35.078625,129.008762,70618,-,-,-,-,-,2000-05-16,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00044,통일아시아드공원,근린공원,-,부산광역시 사하구 다대동 1585,35.059394,128.980029,9915.3,-,-,-,-,-,2003-11-20,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00045,희망공원,어린이공원,-,부산광역시 사하구 당리동 309-5,35.106979,128.972764,989.3,-,-,-,-,-,2003-12-11,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00046,하늘공원,어린이공원,-,부산광역시 사하구 다대동86-6,35.065074,128.983259,2530,-,-,-,-,-,2005-11-23,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00047,해찬나래공원,어린이공원,-,부산광역시 사하구 감천동 94-1,35.084778,129.006885,4422,-,-,-,-,-,2006-04-26,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00048,마루공원,소공원,-,부산광역시 사하구 당리동63-41,35.105999,128.977225,709,-,-,-,-,-,2006-07-21,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00049,홍티문화공원,문화공원,-,부산광역시 사하구 다대동 1608,35.06214616,128.958709,6787,-,-,-,-,-,2006-09-06,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00050,아미산전망대공원,근린공원,-,부산광역시 사하구 다대동 1548-1,35.052768,128.960765,10254.6,-,-,-,-,-,2009-12-23,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00051,부민산공원,근린공원,-,부산광역시 사하구 괴정동 67-1일원,35.106485,129.009191,9899.8,-,-,-,-,-,2010-02-24,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00052,회화나무 샘터공원,소공원,-,부산광역시 사하구 괴정동 1244-5,35.055221,128.592828,1300,-,-,-,-,-,2012-07-11,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00054,다대가로공원,기타,-,부산광역시 사하구 다대동 120-5 일원,35.034027,128.584777,4650,-,-,-,-,-,2014-11-05,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00002,정자공원,어린이공원,-,부산광역시 사하구 괴정1동534-4,35.054792,128.581911,514.7,-,-,-,-,-,1966-09-02,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00005,경도공원,수변공원,-,부산광역시 사하구 다대동1492,35.026944,128.970656,22700,-,-,-,-,-,1972-12-30,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00006,에덴유원지,기타,-,부산광역시 사하구 하단동 786-1,35.109911,128.962754,72712,-,-,-,-,-,1972-12-30,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00007,샛별공원,어린이공원,-,부산광역시 사하구 당리동348-6,35.102435,128.981566,1412.9,-,-,-,-,-,1973-06-04,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00008,햇님공원,어린이공원,-,부산광역시 사하구 하단1동601일원,35.103375,128.960513,2158,-,-,-,-,-,1973-06-04,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00009,꽃님공원,어린이공원,-,부산광역시 사하구 감천1동502-37,35.089506,129.002408,786,-,-,-,-,-,1979-09-26,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00011,열림공원,어린이공원,-,부산광역시 사하구 다대1동953-1,35.055378,128.967465,1511.7,-,-,-,-,-,1983-01-26,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00012,꿈동산공원,어린이공원,-,부산광역시 사하구 다대1동940,35.057912,128.969115,1421.5,-,-,-,-,-,1983-01-26,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00013,초롱공원,어린이공원,-,부산광역시 사하구 다대동 1668,35.06108667,128.9715905,1504.3,-,-,-,-,-,1983-01-26,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00055,다대생태문화공원,문화공원,-,부산광역시 사하구 다대동 1525-1,35.070053,128.9531706,2338,-,-,-,-,-,2014-02-19,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00056,다대포해변공원,수변공원,-,부산광역시 사하구 다대동 1674번지 일원,35.0556365,128.9674986,155483,-,-,-,-,-,2017-04-05,부산광역시 사하구청,051-220-4525,2019-01-01,3340000,부산광역시 사하구
26380-00053,구평뜰공원,소공원,-,부산광역시 사하구 구평동 497,35.08636471,128.9849736,605,-,-,-,-,-,2013-04-17,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00014,등나무공원,어린이공원,-,부산광역시 사하구 다대2동80-1,35.067935,128.980451,8670.4,-,-,-,-,-,1983-01-26,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00057,안골새공원,소공원,-,부산광역시 사하구 감천동 31-5 일원,35.051216,129.002399,1368,-,-,-,-,-,2016-03-09,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00058,팽나무공원,소공원,-,부산광역시 사하구 감천동 140-2 일원,35.050142,129.002413,558,-,-,-,-,-,2017-12-13,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00059,소공원,소공원,-,부산광역시 사하구 괴정동 581-28 일원,35.055591,128.585321,6000,-,-,-,-,-,2017-09-13,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00060,소공원,소공원,-,부산광역시 사하구 괴정동 578-17 일원,35.055749,128.585611,523,-,-,-,-,-,2017-09-13,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00061,소공원,소공원,-,부산광역시 사하구 괴정동 571-11 일원,35.055626,128.590243,1060,-,-,-,-,-,2017-09-13,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00062,느티나무공원,소공원,-,부산광역시 사하구 감천동 234-3 일원,35.045463,129.002206,1400,-,-,-,-,-,2018-01-31,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00063,어린이공원,어린이공원,-,부산광역시 사하구 괴정동 566-31 일원,35.055041,128.585755,2735,-,-,-,-,-,2017-09-13,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00064,어린이공원,어린이공원,-,부산광역시 사하구 신평동 354-4,35.053342,128.580751,2768,-,-,-,-,-,2018-05-02,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00065,구평 근린공원,근린공원,-,부산광역시 사하구 구평동 500,35.050069,128.590555,12291.8,-,-,-,-,-,1996-12-10,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26380-00066,도시농업공원,도시농업공원,-,부산광역시 사하구 감천동 11-113 일원,35.054318,129.002365,50417,-,-,-,-,-,2017-10-25,부산광역시 사하구청,051-220-4524,2019-01-01,3340000,부산광역시 사하구
26710-00001,교리근린공원,근린공원,-,부산광역시 기장군 기장읍 교리 산34-8번지 일원,35.2553411,129.2143411,21807,온몸근육풀기외 2종,조합놀이대,-,-,정자 외 2종,2010-11-03,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00002,굿거리언덕공원,근린공원,-,부산광역시 기장군 기장읍 내리 800,25.1156011,129.1227351,12124.3,온몸노젓기외 4종,-,-,-,정자 외 3 종,2009-06-30,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00003,솔바람언덕공원,근린공원,-,부산광역시 기장군 기장읍 내리 802,35.1229421,129.1215751,13989.1,양팔줄당기기외 10종,조합놀이대 외 1종,관리사무소 등,-,등의자 외 4종,2011-06-01,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00004,동부근린공원,근린공원,부산광역시 기장군 기장읍 반송로 1618,부산광역시 기장군 기장읍 동부리 428,35.2498271,129.2161661,20287,오팔펴기 외 19종,조합놀이대 외 1종,관리사무소 등,도서관,정자 외 4종,2007-08-22,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00005,길천공원,근린공원,-,부산광역시 기장군 길천리 산 109-9일원,35.1940691,129.1702441,9454,달리기 외 7종,-,화장실,-,파고라 외 1종,2010-11-03,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00006,명례공원,근린공원,-,부산광역시 기장군 장안읍 장안리 697번지 일원,35.3734581,129.2334241,46118.3,하늘걷기 외 3종,-,-,-,파고라 외 2종,2013-12-18,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00007,울례공원,근린공원,-,부산광역시 기장군 장안읍 명례리 893번지 일원,35.2232131,129.1503471,17404,배드민턴지주 등,-,-,-,파고라 외 1종,2013-12-18,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00008,근린공원,근린공원,-,부산광역시 기장군 반룡리 870,35.2004851,129.1538551,152125.4,하늘걷기 외 8종,조합놀이대,화장실,-,파고라 외 3종,2010-10-06,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00009,근린공원,근린공원,-,부산광역시 기장군 월내리 662-3일원,35.1928591,129.1535591,26261.1,하늘걷기 외 7종,-,-,-,파고라 외 2종,2010-10-06,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00010,불광산근린공원,근린공원,-,부산광역시 기장군 장안읍 장안리 산53-1번 일원,35.3714721,129.2259131,7404000,-,-,화장실 외 1개소,-,없음,2005-10-19,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00011,근린공원,근린공원,-,부산광역시 기장군 정관면 달산리 1036,35.1902411,129.1108161,11188.4,크로스켠트리외 3종,조합놀이대외 2종,화장실,-,사각파고라외 3종,2006-12-27,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00012,정관제1호공원,근린공원,-,부산광역시 기장군 정관면 달산리 1096,35.3173771,129.1844711,29597.6,윗몸일으키기외 2종,-,-,-,육각정자외 1종,2006-12-27,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00013,강변공원,근린공원,-,부산광역시 기장군 정관면 달산리 1245,35.1912851,129.1142651,16735.5,평행봉 외 9종,-,음수대 등,-,파고라 외 7종,2008-12-24,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00014,윗골공원,근린공원,부산광역시 기장군 정관면 정관8로 11,부산광역시 기장군 정관면 매학리 709,35.3238211,129.1778481,22770.2,-,조합놀이대외 2종,-,도서관,일자의자 외 1종,2008-12-24,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00015,중앙공원,근린공원,부산광역시 기장군 정관면 구연3로 27,부산광역시 기장군 정관면 매학리 742,35.3226781,129.1808781,21629.1,-,-,화장실 등,야외무대,파고라 외 6종,2006-06-05,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00016,솔빛공원,근린공원,-,부산광역시 기장군 정관면 모전리 674,35.2030941,129.0945041,29482.1,배근력대 외 2종,-,-,-,팔각정자 외 5종,2006-06-05,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00017,물빛공원,근린공원,-,부산광역시 기장군 정관면 모전리 677,35.2027841,129.1000641,19832.9,배근력대 외 4종,조합놀이대외 1종,화장실 등,-,그늘집 외 4종,2006-06-05,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00018,솔마루공원,근린공원,-,부산광역시 기장군 정관면 모전리 726,35.3364351,129.1647411,10805,크로스켠트리 외 12종,조합놀이대 외 4종,음수대 등,-,사각파고라외 8종,2006-06-05,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00019,죽향공원,근린공원,-,부산광역시 기장군 정관면 모전리 756,35.3332331,129.1697071,10014.2,배드민턴지주 등,조합놀이대 외 5종,음수대 등,-,파고라 외 4종,2006-06-05,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00020,소두방공원,근린공원,부산광역시 기장군 정관면 정관중앙로 100,부산광역시 기장군 정관면 방곡리 442번지 일원,35.3291211,129.1842941,307577.1,농구대 외 16종,-,이동식 화장실 외2종,도서관,팔각정자 외 6종,2006-06-05,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00021,구목정공원,근린공원,-,부산광역시 기장군 정관면 용수리 1354,35.3243211,129.1739941,26798.3,농구대 외 2종,조합놀이대 외 1종,움수대,-,사각정자 외 5종,2006-06-05,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00022,나무누리공원,근린공원,-,부산광역시 기장군 정관면 용수리 1356,35.327531,129.1658911,12806.5,평행잡기 외 13종,-,음수대 등,-,파고라 외 3종,2006-06-05,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00023,물너울공원,근린공원,-,부산광역시 기장군 정관면 용수리 1405,35.3202621,129.1730771,11476.5,배드민턴네트 외 7종,조합놀이대 외 3종,음수대 등,-,파고라 외 5종,2008-09-24,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00024,거님길공원,근린공원,-,부산광역시 기장군 철마면 고촌리 683,35.1416921,129.1000934,46182,2단철봉 외 12종,-,-,-,긴일자벤치 외 7종,2010-06-01,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00025,희망공원,어린이공원,-,부산광역시 기장군 기장읍 교리 325,35.2532881,129.2132041,1928,평행봉 5종,조합놀이 외 2종,-,-,등받이벤치,2005-04-13,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00026,우정공원,어린이공원,-,부산광역시 기장군 기장읍 교리 341,35.2533031,129.2165471,1506.1,3단철봉 7종,조합놀이대 외 1종,음수대 등,-,야외테이블 외 2종,2003-06-12,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00027,소망공원,어린이공원,-,부산광역시 기장군 기장읍 교리 346,35.2517341,129.2160541,1503.2,허리돌리기 외 4종,조합놀이대 외 4종,음수대 등,-,파고라 외 2종,1998-02-26,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00028,충효공원,어린이공원,-,부산광역시 기장군 기장읍 교리 358,35.2537151,129.2190711,1705.9,옆파도 외 6종,조합놀이대 외 6종,-,-,원형벤치 외 4종,1998-02-26,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00029,물결마당공원,어린이공원,-,부산광역시 기장군 기장읍 내리 773,35.2057121,129.2048021,2621.3,3단 철봉 외 3종,조합놀이대 등,-,-,등받이 벤치 외 1종,2009-06-30,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00030,뜰마루마당공원,어린이공원,-,부산광역시 기장군 기장읍 내리 788,35.1218851,129.1224771,3776.5,양팔줄당기기2인 외 1종,조합놀이대 외 2종,-,-,파고라 외 3종,2009-06-30,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00031,꽃내음마당공원,어린이공원,-,부산광역시 기장군 기장읍 내리 797,35.2019611,129.2069131,1769,배드민턴장 외 3종,조합놀이대 외 2종,-,-,파고라 외 3종,2009-06-30,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00032,아름공원,어린이공원,-,부산광역시 기장군 기장읍 대라리 124-3,35.2414041,129.2142111,813.7,3단철봉 외 6종,조합놀이대 외 2종,-,-,일자벤치 외 1종,1998-02-26,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00033,해바라기공원,어린이공원,-,부산광역시 기장군 기장읍 대라리 171,35.2363091,129.2154151,2417.3,평행봉 외 8종,조합놀이 외 1종,-,-,등받이벤치 외 1종,1998-02-26,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00034,민들레공원,어린이공원,-,부산광역시 기장군 기장읍 대라리 182,35.2357811,129.2120221,2496,배드민턴 외 9종,조합놀이 외 4종,-,-,파고라 외 1종,1998-02-26,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00035,은하수공원,어린이공원,-,부산광역시 기장군 기장읍 대라리 246,35.2388921,129.2099441,1530,어깨근육2인 외 3종,조합놀이 외 1종,-,-,등받이벤치 외 1종,2005-10-05,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00036,봉대공원,어린이공원,-,부산광역시 기장군 기장읍 대라리 922,35.2407631,129.2107941,2399.1,양팔줄당기기 외 6종,조합놀이 외 6종,-,-,파고라 외 3종,2003-07-18,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00037,백두공원,어린이공원,부산광역시 기장군 기장읍 차성남로28번길 6,부산광역시 기장군 기장읍 대라리 1004,35.2418481,129.2085841,1736.6,평행봉 외 7종,조합놀이 외 2종,-,-,파고라 외 2종,1998-02-26,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00038,비둘기공원,어린이공원,-,부산광역시 기장군 기장읍 동부리 138,35.2474751,129.2150221,1830.4,3단철봉 외 1종,조합놀이대 외 2종,-,-,일반벤치 외 5종,2003-06-12,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00039,새마을공원,어린이공원,부산광역시 기장군 기장읍 차성동로 88-8,부산광역시 기장군 기장읍 동부리 141-1,35.2440581,129.2169211,4598,윗몸일으키기 외 12종,조합놀이대 외 4종,관리사무소 외 1개소,기장항일운동기념탑,정자 외 4종,2009-12-02,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00040,통일공원,어린이공원,-,부산광역시 기장군 기장읍 동부리 160,35.2458911,129.2155331,1531.2,평행봉 외 6종,조합놀이 외 4종,화장실,-,등받이벤치 외 4종,1998-02-26,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00041,무궁화공원,어린이공원,부산광역시 기장군 기장읍 차성동로102번길 19,부산광역시 기장군 기장읍 동부리 362-8,35.2470491,129.2184611,1826,윗몸일으키기 외 3종,조합놀이대 외 1종,-,-,벤치 외 2종,2000-05-22,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00042,동해공원,어린이공원,-,부산광역시 기장군 기장읍 동부리 376-6,35.2492351,129.2188311,1500.4,거꾸리 외 7종,조합놀이 외 4종,-,-,파고라 외 2종,1998-02-26,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00043,수령공원,어린이공원,-,부산광역시 기장군 기장읍 서부리 62-6,35.2471761,129.2099571,1870.1,어깨근육풀기 외 3종,조합놀이 외 3종,-,-,등받이벤치 외 2종,2007-09-12,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00044,주공공원,어린이공원,-,부산광역시 기장군 기장읍 서부리 105,35.2449941,129.2100891,2057.1,농구대 등,미끄럼틀 외 2종,-,-,등받이벤치 외 1종,2001-12-06,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00045,남산공원,어린이공원,-,부산광역시 기장군 기장읍 서부리 403,35.2505951,129.2102831,2558.9,온몸허리돌리기 외 15종,조합놀이대 외 4종,-,-,일자벤치 외 4종,2001-04-07,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00046,현대공원,어린이공원,-,부산광역시 기장군 기장읍 청강리 22-2,35.2433921,129.2202211,1527,-,조합놀이대 외 2종,-,-,원두막 외 1종,1998-02-26,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00047,도라지공원,어린이공원,-,부산광역시 기장군 기장읍 청강리 149번지,35.2360871,129.2213661,1969.9,3단철봉 외 2종,조합놀이대 외 2종,-,-,등받이벤치 외 4종,2007-12-24,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00048,덕발공원,어린이공원,-,부산광역시 기장군 기장읍 청강리 190-2 일원,35.1406871,129.1320521,3462,어께근육풀기 외 7종,조합놀이대 외 6종,화장실 외 1개소,-,일자벤치 외 3종,2010-10-13,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
26710-00049,개나리공원,어린이공원,-,부산광역시 기장군 기장읍 청강리 295,35.2375591,129.2175711,2482.1,양팔줄당기기 외 7종,조합놀이 외 1종,음수대 등,-,파고라 외 4종,2003-06-12,부산광역시 기장군청,051-709-4531,2019-02-13,3400000,부산광역시 기장군
